City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
361,burela de cabo,43.65,-7.4,12.22,87,61,3.59,ES,1730071106
362,kuroiso,36.9667,140.05,16.81,87,100,1.4,JP,1730071108
363,san jose de guanipa,8.8872,-64.1651,27.86,70,87,4.07,VE,1730071109
364,changzhi,35.2089,111.7386,10.74,87,4,0.88,CN,1730071110
365,kenai,60.5544,-151.2583,2.3,66,0,2.06,US,1730071111
366,smithers,54.7804,-127.1743,5.18,93,100,2.57,CA,1730071112
367,luanco,43.6152,-5.7934,13.71,98,93,3.13,ES,1730071113
368,dhidhdhoo,6.8833,73.1,27.58,78,97,7.66,MV,1730071114
369,darwin,-12.4611,130.8418,31.08,74,40,1.54,AU,1730071115
370,mount gambier,-37.8333,140.7667,13.99,55,78,3.42,AU,1730071117
371,kongoussi,13.3258,-1.5347,28.68,26,5,2.37,BF,1730071118
372,south grafton,-29.7,152.95,24.7,60,100,2.31,AU,1730071119
373,puerto aysen,-45.4,-72.7,9.48,90,62,2.67,CL,1730070973
374,santa cruz cabralia,-16.2781,-39.0247,26.13,83,20,4.12,BR,1730071121
375,elverum,60.8819,11.5623,4.77,76,19,3.76,NO,1730071122
376,shilin,24.8188,103.3324,9.54,88,12,1.11,CN,1730071123
377,bayanaul,50.7889,75.6956,7.06,75,100,6.02,KZ,1730071124
378,belaya kholunitsa,58.84,50.8528,2.14,98,100,1.0,RU,1730071126
379,dalbandin,28.8947,64.4101,20.64,28,16,3.24,PK,1730071127
380,moyynkum,44.2914,72.9469,8.4,76,100,6.69,KZ,1730071128
381,jackson,42.4165,-122.8345,16.67,46,0,5.66,US,1730071129
382,pingliang,35.5392,106.6861,7.5,67,27,1.32,CN,1730071130
383,botshabelo,-29.2702,26.7052,7.38,52,0,2.73,ZA,1730071131
384,angaur state,6.906,134.13,28.1,80,100,7.81,PW,1730071132
385,enshi,30.3,109.4833,11.22,86,3,0.55,CN,1730071133
386,rawson,-43.3002,-65.1023,16.16,25,0,4.63,AR,1730071135
387,tadine,-21.55,167.8833,23.7,66,93,5.14,NC,1730071136
388,kirkland lake,48.1446,-80.0377,-2.84,68,19,0.0,CA,1730071033
389,vizinga,61.0749,50.1031,2.56,93,98,1.13,RU,1730071138
390,koksan,38.7819,126.6664,10.83,91,10,1.87,KP,1730071139
391,guarapari,-20.6667,-40.4975,21.31,91,100,7.17,BR,1730071140
392,sarangani,5.4033,125.4636,28.47,81,94,9.56,PH,1730071141
393,tomatlan,19.9333,-105.25,29.92,64,0,2.03,MX,1730071143
394,krasnyy yar,46.5331,48.3456,5.01,67,19,3.52,RU,1730071144
395,sassandra,4.95,-6.0833,24.48,94,22,2.92,CI,1730071145
396,klaksvik,62.2266,-6.589,5.28,71,95,3.02,FO,1730071146
397,kuala belait,4.5833,114.1833,25.31,91,32,2.23,BN,1730071147
398,argo,37.6333,22.7333,15.22,48,0,1.7,GR,1730071149
399,merlo,-32.3429,-65.014,19.69,48,0,2.83,AR,1730071150
400,vilyuchinsk,52.9306,158.4028,2.15,70,38,2.98,RU,1730071151
401,plettenberg bay,-34.0527,23.3716,14.62,87,100,6.71,ZA,1730071152
402,kamalasai,16.3384,103.5756,23.88,82,100,3.31,TH,1730071153
403,cururupu,-1.8283,-44.8683,21.83,94,61,0.59,BR,1730071154
404,balabac,7.9868,117.0645,27.15,84,75,1.91,PH,1730071155
405,enewetak,11.3474,162.3373,28.47,78,64,2.85,MH,1730071157
406,dunay,42.8803,132.3375,4.42,72,5,7.56,RU,1730071158
407,sennoy,52.1509,46.9631,4.92,82,100,1.1,RU,1730071159
408,chegdomyn,51.1167,133.0167,-4.52,76,98,0.28,RU,1730071160
409,okhotsk,59.3833,143.3,-8.75,68,100,5.82,RU,1730071161
410,maceio,-9.6658,-35.7353,24.69,88,40,3.6,BR,1730071103
411,caleta de carquin,-11.0925,-77.6267,18.79,78,21,5.51,PE,1730071163
412,bubaque,11.2833,-15.8333,27.88,77,84,5.18,GW,1730071164
413,pacific grove,36.6177,-121.9166,20.21,87,40,4.12,US,1730071166
414,santiago papasquiaro,25.046,-105.4208,24.83,26,0,2.95,MX,1730071167
415,sola,-13.8833,167.55,29.37,74,75,0.0,VU,1730071168
416,amga,60.8953,131.9608,-23.07,100,100,0.34,RU,1730071169
417,san lawrenz,36.0553,14.204,21.03,75,76,7.46,MT,1730071171
418,kuta,-8.7233,115.1723,27.97,83,20,0.51,ID,1730071172
419,uribia,11.7139,-72.266,30.18,60,23,8.35,CO,1730071174
420,taupo,-38.6833,176.0833,11.74,70,96,6.57,NZ,1730071175
421,taksimo,56.3444,114.8794,-6.06,91,86,1.0,RU,1730071176
422,santiago de cao,-7.9589,-79.2392,18.07,82,80,4.12,PE,1730071177
423,ad-damazin,11.7891,34.3592,24.55,72,98,2.4,SD,1730071178
424,smara,26.7384,-11.6719,17.77,76,0,5.02,EH,1730071179
425,anori,-3.7728,-61.6442,29.8,54,100,1.76,BR,1730071180
426,gusinoozyorsk,51.2833,106.5,2.71,75,100,1.52,RU,1730071182
427,leua,48.2156,18.6071,11.97,79,18,1.7,SK,1730071183
428,mata-utu,-13.2816,-176.1745,27.32,79,96,7.53,WF,1730071184
429,suva,-18.1416,178.4415,28.71,70,75,3.6,FJ,1730070922
430,guadalupe y calvo,26.1,-106.9667,21.32,25,0,2.86,MX,1730071186
431,popondetta,-8.7537,148.2534,30.4,57,95,0.98,PG,1730071187
432,sandnessjoen,66.0217,12.6316,7.06,76,75,7.72,NO,1730071188
433,nuku'alofa,-21.1333,-175.2,28.19,78,75,3.09,TO,1730071189
434,lorengau,-2.0226,147.2712,28.68,81,19,5.53,PG,1730071191
435,marsa alam,25.0757,34.8918,23.77,44,0,3.8,EG,1730071192
436,klyuchi,52.2667,79.1667,5.82,69,100,3.91,RU,1730071193
437,sungailiat,-1.85,106.1333,26.82,83,8,2.9,ID,1730071194
438,muynoq,43.7683,59.0214,7.54,56,39,6.27,UZ,1730071195
439,central point,42.376,-122.9164,16.82,47,0,5.66,US,1730071147
440,opuwo,-18.0607,13.84,17.13,31,0,2.48,NA,1730071197
441,ujae,8.9322,165.7642,28.6,72,97,1.85,MH,1730071198
442,taroa,8.7058,171.2275,28.67,73,18,3.25,MH,1730071200
443,whakatane,-37.9585,176.9854,16.95,76,37,4.02,NZ,1730071201
444,sept-iles,50.2001,-66.3821,1.7,70,20,5.14,CA,1730070981
445,punta arenas,-53.15,-70.9167,7.06,76,75,13.89,CL,1730071081
446,howrah,22.5892,88.3103,27.0,89,20,0.0,IN,1730071204
447,constantia,44.1833,28.65,9.38,85,5,5.03,RO,1730071205
448,rio gallegos,-51.6226,-69.2181,9.88,53,97,13.63,AR,1730070978
449,cascais,38.6979,-9.4215,14.73,79,42,0.45,PT,1730071208
450,cromwell,41.5951,-72.6454,8.37,50,0,0.0,US,1730071209
451,kalix,65.853,23.1565,7.59,98,100,7.09,SE,1730071210
452,saimbeyli,37.9863,36.0906,2.21,37,0,4.34,TR,1730071211
453,cova figueira,14.8905,-24.2934,20.23,78,96,7.4,CV,1730071212
454,pariaman,-0.619,100.12,24.03,79,38,1.84,ID,1730071213
455,kardla,58.9978,22.7492,10.99,87,100,6.91,EE,1730071214
456,san blas,21.5167,-105.2667,28.74,64,0,2.96,MX,1730071215
457,port saint john's,-31.6229,29.5448,17.67,83,21,2.85,ZA,1730071217
458,kampong thom,12.7111,104.8887,22.17,97,100,3.44,KH,1730071219
459,rongelap,11.1635,166.8941,28.56,77,79,3.22,MH,1730071220
460,yoloten,37.2989,62.3597,12.61,52,68,4.38,TM,1730071221
461,ipameri,-17.7219,-48.1597,22.9,86,99,1.4,BR,1730071222
462,iskateley,67.6803,53.1512,-0.17,91,81,4.85,RU,1730071223
463,ghat,24.9647,10.1728,25.7,20,100,2.47,LY,1730071225
464,kuusamo,65.9667,29.1833,6.02,93,100,8.23,FI,1730071226
465,wuchang,44.9143,127.15,0.82,83,7,4.41,CN,1730071227
466,quelimane,-17.8786,36.8883,25.97,89,0,5.66,MZ,1730071228
467,merizo village,13.2658,144.6691,27.31,93,97,4.8,GU,1730071229
468,oriximina,-1.7656,-55.8661,30.28,40,100,1.57,BR,1730071230
469,alghero,40.5589,8.3181,16.05,100,20,1.54,IT,1730071232
470,letterkenny,54.95,-7.7333,12.97,96,100,5.17,IE,1730071233
471,trnava,48.3774,17.5872,12.09,87,9,2.66,SK,1730071234
472,greymouth,-42.4667,171.2,14.03,58,100,3.8,NZ,1730070990
473,mangrol,21.1167,70.1167,27.45,72,85,4.23,IN,1730071236
474,multai,21.7667,78.25,18.11,69,93,2.39,IN,1730071237
475,ginir,7.1333,40.7,14.7,90,100,1.58,ET,1730071238
476,santa ana de yacuma,-13.75,-65.4333,24.97,88,75,0.0,BO,1730071239
477,trancas,-26.2314,-65.2803,22.32,37,0,2.24,AR,1730071241
478,xining,36.6167,101.7667,4.23,56,55,0.26,CN,1730071242
479,ma'rib,15.4591,45.3253,23.96,38,3,1.52,YE,1730071243
480,padangsidempuan,1.3667,99.2667,20.88,100,73,1.14,ID,1730071244
481,sampit,-2.5333,112.95,24.29,96,92,0.37,ID,1730071021
482,vernon,50.2581,-119.2691,14.31,47,61,1.54,CA,1730071246
483,arlington heights,42.0884,-87.9806,12.66,44,0,1.54,US,1730071247
484,gizo,-8.103,156.8419,29.07,72,84,2.49,SB,1730071249
485,tongchuanshi,35.0806,109.0897,11.29,59,1,0.79,CN,1730071250
486,emerald,-23.5333,148.1667,22.41,73,99,4.75,AU,1730071251
487,santa maria del oro,25.9333,-105.3667,25.16,20,0,2.74,MX,1730071252
488,novodvinsk,64.4165,40.8122,1.86,95,46,3.14,RU,1730071253
489,menaka,15.9182,2.4022,30.42,15,1,4.26,ML,1730071254
490,masjed soleyman,31.9364,49.3039,19.44,14,0,0.19,IR,1730071255
491,narasannapeta,18.4167,84.05,24.1,90,47,2.13,IN,1730071257
492,mount pearl,47.5166,-52.7813,5.08,85,20,6.17,CA,1730071258
493,puerto armuelles,8.2833,-82.8667,27.83,75,86,0.45,PA,1730071259
494,wanxian,30.8039,108.3897,16.34,83,1,0.5,CN,1730071260
495,crane,31.3974,-102.3501,30.96,17,0,7.99,US,1730071261
496,freisen,49.55,7.25,8.04,93,8,1.0,DE,1730071262
497,gebeit,21.0667,36.3167,23.25,63,0,3.3,SD,1730071263
498,cidreira,-30.1811,-50.2056,18.69,62,0,6.29,BR,1730071264
499,betio village,1.358,172.9211,27.51,71,100,4.82,KI,1730071266
500,progreso,21.2833,-89.6667,26.47,77,100,5.16,MX,1730071267
501,banda aceh,5.5577,95.3222,26.5,80,94,6.16,ID,1730071063
502,chernyshevskiy,63.0128,112.4714,-10.86,98,98,1.25,RU,1730071269
503,"laikit, laikit ii (dimembe)",1.4792,124.9735,25.47,83,20,1.03,ID,1730071270
504,kastamonu,41.5,33.6667,5.69,65,0,0.74,TR,1730071271
505,alakurtti,66.9672,30.3491,5.9,94,100,4.11,RU,1730071272
506,itaituba,-4.2761,-55.9836,30.05,32,79,1.41,BR,1730071273
507,santana do livramento,-30.8908,-55.5328,14.9,79,30,1.75,BR,1730071104
508,selebi-phikwe,-21.979,27.8498,23.48,40,5,2.75,BW,1730071276
509,viana do castelo,41.6932,-8.8329,12.99,78,0,2.66,PT,1730071084
510,anshun,26.25,105.9333,9.22,85,0,1.99,CN,1730071279
511,gillette,44.2911,-105.5022,19.51,23,0,7.2,US,1730071280
512,the pas,53.8251,-101.2541,4.01,70,75,8.23,CA,1730071282
513,mikhaylovsk,45.1283,42.0256,4.12,75,0,0.0,RU,1730071283
514,luwuk,-0.9516,122.7875,25.86,65,22,1.79,ID,1730071285
515,biltine,14.5333,20.9167,25.99,17,100,4.07,TD,1730071287
516,mar del plata,-38.0023,-57.5575,22.19,50,0,2.57,AR,1730071185
517,dawson creek,55.7666,-120.2362,0.8,93,100,2.06,CA,1730071289
518,galliano,29.4422,-90.2992,25.0,65,0,1.54,US,1730071290
519,valle de la pascua,9.2155,-66.0073,27.08,70,100,2.35,VE,1730071291
520,nova vicosa,-17.8919,-39.3719,25.3,78,77,3.03,BR,1730071292
521,apartado,7.883,-76.6259,24.92,100,75,4.12,CO,1730071293
522,weno,7.4515,151.8468,29.97,79,75,1.54,FM,1730071295
523,wanning,18.8003,110.3967,24.69,92,100,3.54,CN,1730071296
524,say,13.1007,2.3689,27.9,19,9,3.6,NE,1730071297
525,wenchang,30.904,118.4887,14.66,88,100,1.14,CN,1730071298
526,perevolotskiy,51.8763,54.1938,0.58,92,69,1.72,RU,1730071299
527,tofol,5.3248,163.0078,30.88,70,75,3.09,FM,1730071300
528,bilao,11.488,122.5599,27.29,80,86,2.14,PH,1730071301
529,mizdah,31.4451,12.9801,18.59,51,47,5.7,LY,1730071303
530,hami,42.8,93.45,10.18,41,0,4.23,CN,1730071304
531,suncheon,34.9481,127.4895,13.66,87,31,1.81,KR,1730071305
532,inari,68.906,27.0288,6.72,90,100,6.66,FI,1730071306
533,medicine hat,50.0501,-110.6683,19.01,31,52,4.47,CA,1730070617
534,shinas,24.7433,56.4658,28.2,67,1,5.61,OM,1730071308
535,laojunmiao,39.8333,97.7333,4.76,36,2,1.99,CN,1730071309
536,kousa,25.9141,32.7636,19.05,23,0,1.13,EG,1730071310
537,olinda,-8.0089,-34.8553,26.85,83,75,4.63,BR,1730071312
538,xinyuan,37.3,99.0,-6.18,47,5,2.43,CN,1730071313
539,borogontsy,62.6683,131.1683,-25.11,100,87,0.49,RU,1730071314
540,washim,20.1,77.15,19.82,65,87,1.57,IN,1730071315
541,ouadda,8.0777,22.4007,20.44,73,94,1.33,CF,1730071316
542,grand gaube,-20.0064,57.6608,23.54,92,80,3.13,MU,1730071317
543,el nido,11.1858,119.3956,26.75,97,91,5.03,PH,1730071319
544,severo-yeniseyskiy,60.3725,93.0408,-5.79,100,94,0.71,RU,1730071321
545,silsbee,30.3491,-94.178,27.23,68,7,3.1,US,1730071322
546,harstad,68.799,16.5293,5.64,94,93,12.07,NO,1730071323
547,topeka,39.0483,-95.678,22.51,44,0,4.12,US,1730071063
548,yuzhno-kurilsk,44.0306,145.8556,12.03,93,100,5.24,RU,1730071325
549,ingeniero guillermo n. juarez,-23.9,-61.85,26.35,25,0,2.25,AR,1730071327
550,awjilah,29.1081,21.2869,19.49,49,0,3.05,LY,1730071328
551,bahia de kino,28.8333,-111.9333,31.19,33,13,3.05,MX,1730071329
552,agbabu,6.5886,4.8343,24.55,96,68,0.53,NG,1730071330
553,mangalia,43.8,28.5833,12.62,85,4,3.95,RO,1730071331
554,sevastopol,44.6,33.5333,11.67,56,11,0.89,UA,1730071332
555,kayangel,8.0823,134.7173,28.97,73,97,7.17,PW,1730071333
556,rengasdengklok,-6.1592,107.2981,27.73,73,34,1.0,ID,1730071334
557,masterton,-40.9597,175.6575,10.78,89,43,2.76,NZ,1730071336
558,saidpur,25.7777,88.8917,23.19,89,0,1.64,BD,1730071337
559,nadym,65.5333,72.5167,-3.34,97,96,2.77,RU,1730071338
560,labrador city,52.9463,-66.9114,-2.68,79,100,31.74,CA,1730071339
561,karatau,43.1667,70.4667,5.8,86,99,6.97,KZ,1730071341
562,luderitz,-26.6481,15.1594,13.63,67,48,4.97,NA,1730071343
563,undurkhaan,47.3194,110.6556,2.16,63,100,2.07,MN,1730071344
564,tacuarembo,-31.7333,-55.9833,15.2,79,66,1.21,UY,1730071106
565,galle,6.0367,80.217,27.74,83,52,0.45,LK,1730071346
566,ormara,25.2088,64.6357,29.02,59,3,5.7,PK,1730071349
567,abra pampa,-22.7205,-65.697,14.33,50,42,6.9,AR,1730071351
568,hirara,24.8,125.2833,27.92,83,40,7.72,JP,1730071352
569,gornopravdinsk,60.05,69.9,0.3,94,100,0.69,RU,1730071353
570,porangatu,-13.4408,-49.1486,27.92,64,100,1.67,BR,1730071354
571,mae chai,19.346,99.814,21.67,95,53,1.62,TH,1730071355
572,cill airne,52.05,-9.5167,13.52,99,100,2.61,IE,1730071356
573,tezu,27.9167,96.1667,20.53,65,1,1.48,IN,1730071153
574,colares,38.7992,-9.4469,14.63,80,40,5.35,PT,1730071359
575,itacare,-14.2775,-38.9967,25.33,85,48,3.99,BR,1730071360
576,portage la prairie,49.9728,-98.2926,9.38,48,100,4.41,CA,1730071361
577,sao joao da barra,-21.6403,-41.0511,22.05,75,100,7.28,BR,1730071218
578,koszalin,54.1944,16.1722,11.48,79,54,4.79,PL,1730071363
579,kyren,51.6828,102.1408,1.04,81,100,0.25,RU,1730071364
580,geraldton,-28.7667,114.6,23.23,25,0,8.23,AU,1730071183
581,iranshahr,27.2025,60.6848,23.2,26,0,2.02,IR,1730071367
582,karratha,-20.7377,116.8463,30.44,26,0,2.47,AU,1730071368
